text,true_label,predicted_label,prediction_confidence,match_count,total_score,pos_votes,neg_votes,neu_votes,invalid_votes,matched_terms
"業配跟會員,好貴的頻道。先退訂閱了",negative,neutral,0.0,0,0.0,0,0,0,0,
"感謝你的建議,下次我會試試看網路選餐的!",positive,positive,0.818182,4,0.429697,2,0,9,0,感謝 | 建議 | 會試 | 試看
臉書總是比YT先偷跑嘿嘿 今天再來看一次!,positive,positive,1.0,2,0.15,2,0,0,0,總是 | 嘿嘿
沒有欸,neutral,negative,1.0,1,-0.092187,1,0,0,0,沒有
看得我好心動喜歡海上活動和海豚,positive,positive,1.0,2,1.585621,2,0,0,0,好心 | 喜歡
感謝提醒!剛剛補上了喔~,neutral,positive,0.6,2,0.443607,3,0,2,0,感謝 | 提醒
期待台灣的我們要像她們這麼幸福,positive,positive,1.0,2,0.45,2,0,0,0,期待 | 幸福
導演怎麼把相機放到馬桶拍的!!而且出鏡不到兩秒的畫面!!,neutral,negative,0.75,2,-0.471767,0,2,6,0,相機 | 不到
"恭喜,你們真的好可愛",positive,positive,1.0,2,1.311129,2,0,0,0,恭喜 | 可愛
謝謝小樹 越南一切順利呀~,positive,positive,1.0,2,0.297482,7,0,0,0,謝謝 | 順利
请问这个水上飞机乘坐时会很吵吗?,neutral,neutral,0.0,0,0.0,0,0,0,0,
聽到7000公尺嚇到!,neutral,negative,1.0,1,-0.255416,0,1,0,0,嚇到
一直聽到“哇”,neutral,positive,1.0,1,0.272905,1,0,0,0,一直
夕陽沙灘真的很美,positive,neutral,1.0,1,0.0,0,0,4,0,沙灘
"謝謝你的貼心提醒,我會注意的",positive,positive,0.818182,3,0.606885,9,0,2,0,謝謝 | 提醒 | 注意
少笨了!要存錢才是悲哀不懂白人提高薪沒有存錢才不會通膨把通膨丟給你們笨笨的必須存錢的亞洲人,neutral,negative,1.0,9,-1.035737,4,5,0,0,才是 | 悲哀 | 不懂 | 提高 | 沒有 | 不會 | 通膨 | 通膨 | 必須
美食導遊看起來超像大學生,positive,neutral,0.0,0,0.0,0,0,0,0,
"恭喜Hao Yang!謝謝您們推廣素食,愛護環境跟小動物!也讓我在身邊人都是吃葷下繼續有吃素的動力 很替您們高興,要幸福",positive,positive,1.0,10,2.107519,14,0,10,0,恭喜 | 謝謝 | 推廣 | 素食 | 愛護 | 都是 | 繼續 | 動力 | 高興 | 幸福
勸大家好好看影片就好 不要網路霸凌 你可以不喜歡內容 但真的不要針對人 她沒有做錯事 她也是在工作 請大家當一個好觀眾,neutral,negative,0.942372,10,-0.942372,9,4,7,0,好看 | 不要 | 可以 | 不喜歡 | 不要 | 針對 | 沒有 | 做錯 | 也是 | 觀眾
媽的!我居然看完了,negative,negative,0.6,2,-0.373281,0,2,3,0,居然 | 完了
雖然讓環境變乾淨是好事 但我覺得這個方法不好 因為辦這種比賽 只是變相利用對環境保護有熱誠的人 去幫那些抽菸亂丟菸蒂的人 收拾殘局 並不會真正改變問題 而且這種比賽的效果並不會持之以恆 只會是曇花一現 我覺得應該要針對亂丟菸蒂亂丟垃圾的人立新法 例如被抓到亂丟垃圾或菸蒂的人 除了基本罰款外還要接受強制勞動服務一週(每天4小時或6小時) 充當清潔隊人力 幫忙掃馬路垃圾 或是在回收場幫忙進行垃圾分類 如果拒絕不執行勞動服務的就直接關一個月 累犯就勞動服務時間翻倍(以此類推無上限) 現代人不怕罰錢只怕沒有自由 這樣才會有一定的嚇阻效果 不然只有罰錢 那些亂丟的人根本沒人會在意,negative,positive,1.0,67,3.799946,53,26,54,0,乾淨 | 是好 | 覺得 | 不好 | 只是 | 變相 | 利用 | 環境保護 | 熱誠 | 抽菸 | 亂丟 | 收拾 | 並不會 | 真正 | 改變 | 問題 | 效果 | 並不會 | 只會 | 曇花一現 | 覺得 | 應該要 | 針對 | 亂丟 | 亂丟垃圾 | 新法 | 被抓 | 亂丟垃圾 | 基本 | 罰款 | 還要 | 接受 | 強制 | 勞動 | 服務 | 小時 | 小時 | 充當 | 清潔 | 幫忙 | 馬路 | 垃圾 | 幫忙 | 進行 | 垃圾 | 拒絕 | 執行 | 勞動 | 服務 | 直接 | 累犯 | 勞動 | 服務 | 時間 | 上限 | 不怕 | 沒有 | 自由 | 才會 | 一定 | 嚇阻效果 | 不然 | 只有 | 亂丟 | 根本 | 沒人 | 會在
講的真好!,positive,positive,1.0,1,0.767686,1,0,0,0,真好
離婚那段會放會員嗎,neutral,negative,1.0,1,-0.475,0,1,0,0,離婚
"你的影片就像迪士尼一樣充滿溫暖的魔法!謝謝導演,真的很謝謝你拍這麼棒的影片!!!",positive,positive,1.0,6,1.70782,16,0,3,0,一樣 | 充滿 | 溫暖 | 魔法 | 謝謝 | 謝謝
一堆廣告真的無聊,negative,negative,0.8,2,-0.167959,0,1,4,0,廣告 | 無聊
"好的⋯只是想確認是否已經公布抽獎結果。因為已經得到回覆,YT也有點公開,就不再特別提供IG帳號了⋯謝謝",neutral,positive,1.0,13,1.885648,22,1,7,0,只是想 | 確認 | 已經 | 公布 | 抽獎 | 已經 | 得到 | 也有 | 公開 | 不再 | 特別 | 提供 | 謝謝
"看到最後,我發覺妳在做禪修。",neutral,positive,0.571429,3,0.29109,2,1,4,0,看到 | 最後 | 發覺
看到這麼簡單清楚地介紹如何剪 瞬間就把我對全景相機後製剪輯的擔憂給消除了,negative,neutral,0.428571,7,-0.032187,5,1,6,2,看到 | 簡單 | 清楚地 | 介紹 | 景相 | 擔憂 | 消除
那邊真的蠻多騙人的,negative,negative,1.0,1,-0.271914,0,1,0,0,騙人
"感謝您分享,非常喜歡第二集+1",positive,positive,1.0,4,1.451528,4,0,0,0,感謝 | 分享 | 非常 | 喜歡
講那麼多幹嘛 退,negative,neutral,0.0,0,0.0,0,0,0,0,
才30分鐘更本看不夠!,positive,negative,1.0,1,-0.650813,0,1,0,0,不夠
對耶 這麼一說我也想起來了,neutral,positive,1.0,1,0.126112,1,0,0,0,也想
吉瓜討厭草泥馬好可愛,positive,positive,0.5,2,0.397219,1,1,0,0,討厭 | 可愛
"我真是不解,部分人在那邊挑撥離間,搞得他們拆夥、有人受不了霸凌離職的結果,就滿足你們那變態心理了是吧? 在那邊說廢話,還不如加入會員給錢,有錢好辦事啊!你們錢給的多到他們所有收入,就都聽你們的",negative,negative,0.433926,13,-0.433926,8,12,8,0,不解 | 挑撥離間 | 搞得 | 受不了 | 離職 | 滿足 | 變態 | 廢話 | 還不如 | 加入 | 有錢 | 所有 | 收入
太好了!,positive,positive,1.0,1,0.275859,1,0,0,0,太好了
目前去的國家 最愛納米比亞跟玻利維亞 第一次跳傘 第一次綁髒辮....都在納米比亞....真的好愛celine的影片...你拍的影片質感無人能比,positive,positive,0.728162,5,0.728162,4,0,4,0,最愛 | 第一次 | 跳傘 | 第一次 | 都在
15:30 Edison的用心 我看的見~,neutral,positive,1.0,1,0.515755,1,0,0,0,用心
"看了好多年,導演跟夫人怎麼都沒變老,好厲害!",neutral,negative,0.5,2,-0.35,1,1,0,0,都沒 | 厲害
媽媽真的帥!,positive,neutral,0.0,0,0.0,0,0,0,0,
出社會有壓力後...... ikigai 你享受的事:領薪水 你擅長的事:拿薪水 請你做的事:發薪水 需要做的事:花薪水,neutral,positive,0.75,4,0.638606,3,1,0,0,會有 | 壓力 | 享受 | 擅長
好像可以耶! 請美萍美華煮拿手菜給詹姆士吃,neutral,positive,0.666667,3,0.613708,4,0,2,0,好像 | 可以 | 拿手
這影片賴爾校長看到會爆炸!說好的功德台灣,neutral,positive,0.571429,3,0.32978,3,0,4,0,看到 | 爆炸 | 功德
吼唷 土魠魚羹一拍出來以後回去台南就要排隊了嗚嗚,neutral,neutral,0.0,0,0.0,0,0,0,0,
竟然!,neutral,negative,1.0,1,-0.012537,0,1,0,0,竟然
祝福你,positive,positive,1.0,1,0.25,1,0,0,0,祝福
"雖然已連續二年都去瑞典了,但看完影片好想再去,好懷念哦~",positive,positive,1.0,3,0.776089,3,0,0,0,連續 | 好想 | 懷念
"歡迎回家,加油",positive,positive,1.0,2,0.487536,2,0,0,0,歡迎 | 加油
祝福你心想事成!美夢成真!,positive,positive,1.0,3,1.278926,3,0,0,0,祝福 | 心想事成 | 美夢成真
超可愛哈哈哈,positive,positive,1.0,2,0.733309,2,0,0,0,可愛 | 哈哈
這威士忌接的真好哈哈哈,positive,positive,1.0,2,0.839866,2,0,0,0,真好 | 哈哈
"想問celine意見, 現在手上是acepro2, 滿喜歡拍起來的感覺的, 但事後看拍的影片, 的確跟拍確實需要一點技巧, 需要拿穩正對著要拍的人 (上次去滑雪的時候), 用幾天後會發懶感覺手機可以取代, , 正想把手上acepro2 換成 insta360, 想法是雙鏡頭可以更無腦拍, 而且可以抓到更多畫面, acepro 就用手機取代就好, 不知道會有什麼建議, 謝謝~",neutral,positive,1.0,20,5.35315,26,1,8,2,想問 | 喜歡 | 來的 | 感覺 | 的確 | 確實 | 技巧 | 要拿 | 感覺 | 可以 | 取代 | 換成 | 可以 | 可以 | 更多 | 取代 | 不知道 | 會有 | 建議 | 謝謝
這次的臉妝很有質感,positive,neutral,0.0,0,0.0,0,0,0,0,
給我錢我也不會去,negative,negative,1.0,1,-0.092949,0,1,0,0,也不會
"永遠祝福台客,新年快樂!",positive,positive,1.0,3,0.911696,3,0,0,0,永遠 | 祝福 | 快樂
我们有同款小红帽。很遗憾没有在狂欢节碰到Eric。,positive,neutral,0.0,0,0.0,0,0,0,0,
"真的好喜歡你們,好真誠!一定會幸福的 Hao 對 Yang 講話的時候我直接感動到爆... 嗚嗚",positive,positive,1.0,6,2.813356,9,0,0,0,喜歡 | 真誠 | 一定會 | 幸福 | 直接 | 感動
祝福妳,positive,positive,1.0,1,0.25,1,0,0,0,祝福
很有趣,positive,positive,1.0,1,0.557813,1,0,0,0,有趣
感謝你分享這麼帥的男生給我,positive,positive,1.0,2,0.497656,2,0,0,0,感謝 | 分享
鼻 你覺得蜘蛛人算不算一種吐絲超人,neutral,positive,0.5,2,0.156335,1,1,0,0,覺得 | 不算
想問25:01的逛街地方在哪裡,neutral,neutral,0.833333,2,0.01831,1,0,5,0,想問 | 逛街
"新年快樂,一切都只會更好,期待未來的更新",positive,positive,1.0,6,1.194357,7,0,3,2,快樂 | 只會 | 更好 | 期待 | 來的 | 更新
我要獨旅‘想了解這個微型屋可以去哪裡體驗?,neutral,positive,0.625,2,0.524502,5,0,3,0,了解 | 可以
導演的片真好看,positive,positive,1.0,1,0.767686,1,0,0,0,真好
请问celine 浮潜那段都是360拍罢了吗? 感觉好像用两架拍的对吗? 因为我是x5新手 在观摩要怎样拍比较好 希望可以赐教,neutral,positive,0.788898,5,0.788898,5,1,2,0,都是 | 好像 | 新手 | 希望 | 可以
超沒水準的!破壞生態及動物!而且事後你們有沒有把垃圾帶走!抵制沒道德網紅,negative,negative,0.723525,8,-0.723525,3,5,4,0,沒水準 | 破壞 | 生態 | 沒有 | 垃圾 | 帶走 | 抵制 | 道德
58高粱小妹來報到了 已經第二年遇到小象 真的好開心,positive,positive,0.7,4,0.625576,3,0,7,0,高粱 | 已經 | 遇到 | 好開心
"很喜歡Jeannie,每次她出現我都會特別想看,加油加油",positive,positive,1.0,7,1.336458,8,0,2,0,很喜歡 | 出現 | 都會 | 特別 | 想看 | 加油 | 加油
終於沒有菜刀剁砧板的聲音了,neutral,positive,0.666667,3,0.070084,2,0,4,0,終於 | 沒有 | 菜刀
留言刷一排 沒有j小姐就是爽,negative,negative,0.8,2,-0.092187,1,0,4,0,沒有 | 小姐
飛機沒有微波爐 白癡,negative,negative,0.5,2,-0.123098,1,1,0,0,沒有 | 白癡
年輕真好,positive,positive,1.0,2,0.805644,2,0,0,0,年輕 | 真好
謝謝你的祝福~,positive,positive,1.0,2,0.547482,7,0,0,0,謝謝 | 祝福
@BiBo_89.64F..u瞎子摸象就可以說出你對一個陌生地方的全部印象 還深度旅遊 可笑!,negative,negative,0.5,4,-0.172527,2,2,0,0,就可以 | 陌生 | 全部 | 可笑
想問太陽眼鏡在哪裡買,neutral,positive,1.0,1,0.01831,1,0,0,0,想問
真的好好吃!,positive,positive,1.0,1,0.376844,5,0,0,0,好吃
"搬到台東山上快8年,晚上根本不用鎖門",neutral,negative,0.8,4,-0.24252,1,1,8,0,搬到 | 根本 | 不用 | 鎖門
垃圾,negative,negative,1.0,1,-0.1,0,1,0,0,垃圾
谢谢谢谢谢谢,positive,neutral,0.0,0,0.0,0,0,0,0,
太超現實了 有種ar影像的感覺,positive,positive,0.571429,3,0.320311,2,1,4,0,現實 | 有種 | 感覺
"感动啦,我7月份也要去留学啦!!!",positive,neutral,0.0,0,0.0,0,0,0,0,
尼加拉瀑布沒有瓜,neutral,negative,1.0,1,-0.092187,1,0,0,0,沒有
"影片很舒服,讓人家想來胡志明玩 可以請問住的地方是哪裡呀 Bắc Hồ是胡伯伯 西貢被改成叫(胡志明市) 其實有南北矛盾的歷史 我南越的朋友都比較尊敬Trần Hưng Đạo 西貢河旁圓環有一個將軍雕像指著遠方,南越人都蠻尊敬他的",neutral,positive,1.0,8,1.913223,14,2,6,0,舒服 | 可以 | 其實 | 矛盾 | 歷史 | 尊敬 | 將軍 | 尊敬
你們什麼時候還要來台南,neutral,positive,1.0,1,0.096114,1,0,0,0,還要
大家每次都會跟互分享好多最近發生的事或者冷笑話 都會不自覺聯想互的表情 是面無表情打哈哈還是真的哈哈呢 不曉得(開玩笑),neutral,positive,0.889934,11,0.889934,10,2,3,0,都會 | 分享 | 發生 | 冷笑 | 都會 | 自覺 | 聯想 | 哈哈 | 還是 | 哈哈 | 開玩笑
今天的料理看起來都好好吃,positive,positive,1.0,1,0.376844,5,0,0,0,好吃
你也很有愛!!!!,positive,neutral,0.0,0,0.0,0,0,0,0,
"這部影片真的讓我很失望,既然要訪問當地人民對台灣的印象,得知當地人民對台灣有錯誤的認知就應該跟他們說清楚, 既然不想牽扯政治問題,那麼一開始就不該訪問這問題。此後不再觀看貴頻道,並且直接退訂。",negative,positive,0.681765,17,0.681765,10,12,8,0,失望 | 要訪問 | 得知 | 有錯 | 認知 | 應該 | 清楚 | 不想 | 牽扯 | 問題 | 一開始 | 不該 | 訪問 | 問題 | 不再 | 觀看 | 直接
超喜歡這個組合,positive,positive,1.0,1,0.875,1,0,0,0,喜歡
Yaaa,positive,neutral,0.0,0,0.0,0,0,0,0,
好期待有一天可以出現哆啦A夢版。 那就真的是美夢成真了,neutral,positive,1.0,5,1.086839,6,0,2,0,期待 | 可以 | 出現 | 真的是 | 美夢成真
山700公尺高,neutral,neutral,0.0,0,0.0,0,0,0,0,
"12:07 在台灣也有!有些原住民族群會自己戲稱的:原住民時間 舉例:欸!09:00見!原住民時間蛤! 對方就會很有默契的往後延30-60分鐘左右抵達地點 或是:欸!啊不是約09:00!怎麼遲到勒?對方:啊~抱歉抱歉 我以為原住民時間嘛~ 大概是這種情況 . 聲明:我是台東長大的白浪(平地人的意思),完全沒有歧視貶低意味,身邊也非常多原住民好朋友,熱愛原民文化。有些朋友真的會這樣自己戲稱,有些朋友會不太欣賞這樣的行為,認為就是找藉口。 只能說...見仁見智?",positive,positive,1.0,34,1.476701,27,10,32,0,也有 | 有些 | 自己 | 時間 | 舉例 | 時間 | 就會 | 左右 | 抵達 | 不是 | 遲到 | 抱歉 | 抱歉 | 以為 | 時間 | 大概 | 聲明 | 長大 | 完全沒有 | 歧視 | 貶低 | 意味 | 也非 | 熱愛 | 文化 | 有些 | 自己 | 有些 | 不太 | 欣賞 | 認為 | 找藉口 | 只能 | 見仁見智
對阿~~為何看完會有種淡淡的哀愁 ......................,neutral,positive,1.0,1,0.448857,1,0,0,0,會有
"這招生火,真絕了,高",positive,neutral,1.0,1,0.0,0,0,4,0,招生
"要參加嘉年華真的需要體力&耐力,太熱了吧!",positive,positive,0.75,2,0.112536,2,0,6,0,參加 | 體力
"好喜歡這次的組合,透過螢幕都可以感受到你們有多開心多享受~~希望Celine之後可以出一個納米比亞旅行攻略!!!也期待這個組合下次的旅行",positive,positive,1.0,9,2.341516,10,0,5,0,喜歡 | 透過 | 都可以 | 感受到 | 開心 | 享受 | 希望 | 可以 | 期待
敲碗夫妻pk 崇詹pk 弦吳(或恩Ken) 聊聊夫妻間的故事。,neutral,neutral,0.0,0,0.0,0,0,0,0,
"當你住在瑞典時,就並不會覺得瑞典一切都很完美,醫療免費也並非全部,對!小孩是全免費是真的,掛號費也免,但大人需要類似掛號費,一次最少300台幣起跳,但在這想要看個醫生特別難,醫院又很少,說坦白醫療系統不如台灣,台灣健保也是幾乎免費。只能說每個國家都有各自的優缺點!國外的月亮並沒有比較亮",neutral,positive,1.0,21,1.978956,26,4,9,0,並不會 | 覺得 | 完美 | 免費 | 並非 | 全部 | 免費 | 類似 | 起跳 | 想要看 | 特別 | 很少 | 坦白 | 不如 | 也是 | 幾乎 | 免費 | 只能 | 都有 | 缺點 | 並沒有
想問這拍攝地點在哪裡~,neutral,positive,1.0,1,0.01831,1,0,0,0,想問
請問塑身褲,neutral,neutral,0.0,0,0.0,0,0,0,0,
請問25分鐘左右逛街的地點感覺好好逛 我爬尼的資訊欄沒有找到~,neutral,positive,0.583333,5,0.480522,3,2,7,0,左右 | 逛街 | 感覺 | 沒有 | 找到
我覺得直接切換也很ok的 期待下一部,positive,positive,0.913709,4,0.913709,3,0,4,0,覺得 | 直接 | 切換 | 期待
"謝謝你的影片,這讓在日本一年半的我,熱情感覺被燒完的我,又找到了一些感謝的地方 希望一直保有初衷",positive,positive,1.0,8,2.338369,15,0,1,0,謝謝 | 熱情 | 感覺 | 找到 | 感謝 | 希望 | 一直 | 保有
來了來了 真的很好笑 恩媽真的是效果擔當 影片中午配飯吃很讚 我笑到合不攏嘴的 欸了粉準時報到啦,positive,positive,1.0,4,1.121721,6,0,4,0,很好 | 真的是 | 效果 | 擔當
Hao怎麼那麼可愛啦說話反應都可愛又好笑 天賜良緣一定幸福滿滿,positive,positive,1.0,7,1.719838,6,1,3,0,可愛 | 反應 | 都可 | 好笑 | 一定 | 幸福 | 滿滿
超級可悲 一點腦子都沒有,negative,negative,0.666667,3,-0.050794,1,2,0,0,超級 | 可悲 | 都沒有
曼谷的公車也是車掌小姐收錢 會給一張小票(收據)XD,neutral,neutral,0.8,2,0.05,1,0,4,0,也是 | 小姐
認真講幹話 我居然看完了,negative,positive,0.5,3,0.14885,5,2,3,0,認真 | 居然 | 完了
恭喜。我也是在茂盛醫院。成功有了一男一女。如果想要金鏟子。我也可以給你唷祝妳成功,positive,positive,1.0,7,2.344867,7,0,0,0,恭喜 | 也是 | 茂盛 | 成功 | 想要 | 也可以 | 成功
進化到開兩鍋還可以聊天 這邊建議鼻上拜冰,neutral,positive,1.0,2,0.07012,2,0,0,0,還可以 | 建議
bro 願神祝福你及你的家人,positive,positive,1.0,1,0.25,1,0,0,0,祝福
"我聽說全世界美女最多的國家是愛莎尼亞,不過看到糖果店的BARBIE,OK 瑞典贏了,太甜美了,我跟P一樣 fall in love",positive,positive,1.0,8,1.241741,6,0,16,0,聽說 | 最多 | 不過 | 看到 | 糖果 | 贏了 | 甜美 | 一樣
加油加油。我兩個女兒也是求媽祖來的。你一定也可以成功,positive,positive,0.955164,7,0.955164,6,0,2,2,加油 | 加油 | 也是 | 來的 | 一定 | 也可以 | 成功
"真的,新加坡沒甚麼好學的啦。,不要被誤導。 為什麼馬來西亞甘願讓新加坡吸血呢?馬來西亞真的很笨。",negative,positive,0.5,4,0.198018,2,2,0,0,好學 | 不要 | 誤導 | 甘願
太好了 刚刚准备下个月初去胡志明 可以直接抄了哈哈哈Thanks(・ω・)ノ,positive,positive,0.830125,4,0.830125,5,0,2,0,太好了 | 可以 | 直接 | 哈哈
"既然都要做這種無聊的主題了,為什麼不去街訪歐美地區的國家讓他們試試看能不能分辨出來其他歐美臉孔是屬於什麼國家的,你敢嗎?你不敢",negative,negative,1.0,6,-1.030949,1,4,5,0,無聊 | 不去 | 試看 | 不能 | 屬於 | 不敢
真的!亂丟垃圾的人很討厭 環境要共同維護啊啊啊~,negative,negative,0.5,4,-0.46137,2,2,0,0,亂丟垃圾 | 討厭 | 共同 | 維護
沒有原味五號威士忌嗎,neutral,negative,1.0,1,-0.092187,1,0,0,0,沒有
為何騙人那,negative,negative,1.0,1,-0.271914,0,1,0,0,騙人
"0:18 第一次看室友搖屁股,看來很開心@.@",neutral,positive,0.8,4,0.358779,2,0,8,0,第一次 | 屁股 | 看來 | 很開心
"就是啊,這樣不算霸凌什麼算霸凌",negative,negative,1.0,1,-0.430467,0,1,0,0,不算
"我印象中女性獨自要前往印度旅遊,朋友建議會危險不安全,在印度女性地位低,印度有種族制度,國外新聞報導印度很多強暴後被打死,感覺很可怕,女性要去印度最好跟旅行團安全,小象藝高人膽大,喜歡冒險犯難勇往直前,看盡人生無數風景,體驗人生百態",negative,positive,0.5,18,-0.042082,12,7,5,0,前往 | 建議 | 危險 | 不安全 | 地位 | 有種 | 很多 | 強暴 | 被打 | 感覺 | 很可怕 | 最好 | 安全 | 高人 | 膽大 | 喜歡 | 冒險 | 百態
濺水區(前三排),neutral,neutral,0.0,0,0.0,0,0,0,0,
恭喜你們 要一直一直幸福喔,positive,positive,1.0,4,1.64581,4,0,0,0,恭喜 | 一直 | 一直 | 幸福
期待內容喔,positive,positive,1.0,1,0.0,1,0,0,0,期待
這集有點政治不正確哦 根據政府資料 我們租金 房價 CPI 可是沒什麼漲幅,negative,negative,0.759415,6,-0.759415,2,3,4,0,不正確 | 根據 | 政府 | 可是 | 沒什麼 | 漲幅
想看你斷食 直播,positive,positive,1.0,1,0.076112,1,0,0,0,想看
"導演把影片刪了吧,別誤導大家",negative,negative,1.0,1,-0.45,0,1,0,0,誤導
加油!!準備當媽了希望還能看到妳的影片,positive,positive,0.755339,5,0.755339,5,0,7,0,加油 | 準備 | 希望 | 還能 | 看到
"他可以堅持他想做的,但不要騙點閱",negative,negative,0.5,3,-0.213528,3,1,2,0,可以 | 堅持 | 不要
"影片裡建中的學生雖然看起來很稚嫩,但其實都很有想法、講話也給人很有禮貌很舒服的感覺,而且有幾位長得挺帥的,以後上大學後開始打扮一定是大帥哥的類型",positive,positive,1.0,6,1.801462,6,0,3,0,其實 | 有禮貌 | 舒服 | 感覺 | 開始 | 一定是
happy enjoy,positive,neutral,0.0,0,0.0,0,0,0,0,
你應該問問國民黨要扯台灣後腿到什麼時候,neutral,positive,1.0,2,0.080239,2,0,0,0,應該 | 國民黨
林宣是infp吗,neutral,neutral,0.0,0,0.0,0,0,0,0,
"開頭故意曬飛機、曬海邊裝模作樣喝咖啡的嘴臉,結果再來一句「這樣真的是我想要的生活嗎?」 妳不覺得妳很噁嗎?",negative,positive,0.538462,5,0.427629,3,3,7,0,開頭 | 故意 | 真的是 | 想要 | 不覺
下次可以試試看阿銘牛麵(健康路) 推腿~,neutral,positive,0.7,3,0.445155,3,0,7,0,可以 | 試看 | 健康
按影片的讚有小飛機,positive,neutral,0.0,0,0.0,0,0,0,0,
喵喵真的是一個天使嬰兒耶!,positive,positive,1.0,2,0.688702,2,0,0,0,真的是 | 天使
"讚啦,好喜歡喝酒系列",positive,positive,0.875,2,0.875,1,1,3,0,喜歡 | 喝酒
"民族路有一間土魠魚羹也超好吃,在新光三越中山店後面,店面也小小一間",neutral,positive,0.8,2,0.424214,1,0,4,0,超好 | 小一
"加油,會成功了",positive,positive,1.0,2,0.515996,2,0,0,0,加油 | 成功
祝福你們 幸福快樂長長久久,positive,positive,1.0,3,1.361696,3,0,0,0,祝福 | 幸福 | 快樂
不是地方無聊 是人,negative,negative,1.0,2,-0.928894,0,2,0,0,不是 | 無聊
"今年放下很多事情,從內到外。也慢慢整理了很多。習慣一個人獨旅、一個人思考、一個人做很多事,似乎在微型屋裡可以好好再考下一步,把明年或再來要進行的下半年生整理出一個想法,就可以安心往前進了。",positive,positive,1.0,12,2.344466,18,1,10,0,放下 | 很多 | 很多 | 習慣 | 思考 | 很多 | 似乎 | 可以 | 進行 | 就可以 | 安心 | 往前
"感謝分享,當初也是覺得360很方便,但買來拍不到兩次旅程就沒再繼續使用了,因為覺得剪輯感覺好難,就一直被我放在櫃子裡沒拿出來用,看完影片之後會再嘗試看看的!",positive,positive,1.0,13,2.543648,13,2,4,0,感謝 | 分享 | 也是 | 覺得 | 方便 | 不到 | 繼續 | 使用 | 覺得 | 感覺 | 一直 | 拿出 | 嘗試
謝謝你,positive,positive,1.0,1,0.297482,6,0,0,0,謝謝
恭喜祝你们幸福永远太感人了,positive,positive,1.0,3,1.434041,8,0,0,0,恭喜 | 幸福 | 感人
性暴力??,negative,negative,1.0,1,-0.126294,0,1,0,0,暴力
領養起來~~~贊贊贊,positive,neutral,0.0,0,0.0,0,0,0,0,
"恭禧恭禧!都為妳吃素了,怎麽可能感情生變!",positive,negative,0.6,2,-0.272018,1,1,3,0,可能 | 感情生變
"已經抽好了~因為跨年假期的緣故,這幾天會透過留言通知!",neutral,positive,0.646245,4,0.646245,3,0,4,0,已經 | 緣故 | 透過 | 通知
跳冰湖真的超驚奇的..好勇喔~~呵呵,positive,positive,1.0,2,0.124739,2,0,0,0,驚奇 | 呵呵
昨天看一次 今天再看一次!,positive,neutral,0.0,0,0.0,0,0,0,0,
24:02 超好笑 那時候看到小當家的新聞 真的是蛤??????? 通心粉包義大利麵????輸了???,neutral,positive,0.964901,5,0.964901,4,1,4,0,超好 | 看到 | 當家 | 真的是 | 輸了
真的,neutral,neutral,0.0,0,0.0,0,0,0,0,
"養狗大致需具備6個條件:有錢、有閒、有愛心“有耐心、脾氣溫和、要同時有2個人以上喜歡這隻狗且願意花錢花時間照顧牠。最後一項最重要!狗跟人一樣有頭七,死後第七天會回家找主人。",neutral,positive,1.0,18,3.967028,22,3,12,0,大致 | 具備 | 有錢 | 有愛心 | 耐心 | 脾氣 | 溫和 | 同時 | 以上 | 喜歡 | 願意 | 時間 | 照顧 | 最後 | 最重要 | 一樣 | 死後 | 主人
"之前現在瑞士待6天後到米蘭,也是對義大利很失望",negative,negative,0.8,2,0.05,1,4,0,0,也是 | 失望
"常常覺得自己一個人在意環保議題很無力,身邊的朋友都不在意,我這樣一點點的改善有用嗎。甚至有時也不會去講希望他們可以回收就好",negative,positive,1.0,13,1.474803,12,9,10,0,常常 | 覺得 | 自己 | 在意 | 無力 | 不在意 | 一點點 | 改善 | 有用 | 甚至 | 也不會 | 希望 | 可以
不習慣妳的瀏海髮型,neutral,negative,0.8,2,-0.164943,0,1,4,0,不習慣 | 瀏海
謝謝你們的分享與介紹好笑,positive,positive,1.0,4,0.415441,9,0,0,0,謝謝 | 分享 | 介紹 | 好笑
可愛的楊楊,positive,positive,1.0,1,0.661129,1,0,0,0,可愛
700講成7000嗎?,neutral,neutral,0.0,0,0.0,0,0,0,0,
好喜歡這系列!希望有更多3天快閃的旅行可以看而且急需姐妹自由行這種~,positive,positive,1.0,5,1.825143,6,0,2,0,喜歡 | 希望 | 有更多 | 可以 | 自由
是我啦 哈哈,neutral,positive,1.0,1,0.07218,1,0,0,0,哈哈
welcome back lady,positive,neutral,0.0,0,0.0,0,0,0,0,
"可以開一集料理史王,主題是嬰兒食物發展",neutral,positive,0.6,2,0.222116,3,0,2,0,可以 | 發展
谢谢你的分享!!美,positive,positive,1.0,1,0.067959,1,0,0,0,分享
"Hao 跳得好帥 加上這個服裝 好看 Yang 也跳得不錯,最後的結尾讚唷 帥",positive,positive,1.0,4,1.223526,10,1,6,0,加上 | 好看 | 不錯 | 最後
"無聊,抱怨很正常,夫妻也會抱怨",negative,negative,0.6,5,-0.461041,2,3,0,0,無聊 | 抱怨 | 很正常 | 也會 | 抱怨
"Hook皮衣搭綿褲,好速西",positive,neutral,0.0,0,0.0,0,0,0,0,
